scenario,text,labels,time_phrase,id
TRUONG_HOC,sinh hoạt lớp môn tiếng Anh trước 17h.,HOP_LOP,thứ 5,592
TRUONG_HOC,họp lớp môn tiếng Anh vào tối nay.,HOP_LOP,tối nay,593
VAN_PHONG,hẹn gặp tài liệu trước 17h.,HEN_LICH,thứ 7,594
CA_NHAN,sáng mai nhắc bạn bè.,NHAC_VIEC,sáng mai,595
CA_NHAN,đi gặp bác sĩ trước thứ 6.,HEN_CA_NHAN,thứ 5,596
TRUONG_HOC,sinh hoạt lớp môn tiếng Anh vào chủ nhật.,HOP_LOP,chủ nhật,597
CA_NHAN,đi mua quà sinh nhật trong hôm nay.,MUA_SAM,thứ 4,598
TRUONG_HOC,thứ 4 chuẩn bị bài môn tiếng Anh.,HOC_TAP,thứ 4,599
TRUONG_HOC,thi giữa kỳ môn toán trước ngày mai.,THI_CU,sáng mai,600
CA_NHAN,đi gặp gia đình vào thứ 3.,HEN_CA_NHAN,thứ 3,601
CA_NHAN,thứ 6 phải phải làm quà sinh nhật.,NHAC_VIEC,thứ 6,602
VAN_PHONG,trao đổi công việc trước 10h.,HEN_LICH,thứ 7,603
VAN_PHONG,gửi email kế hoạch vào ngày kia.,GUI_EMAIL,ngày kia,604
VAN_PHONG,lịch hẹn hợp đồng vào thứ 4.,HEN_LICH,thứ 4,605
VAN_PHONG,thứ 5 có theo dõi tiến độ công việc.,THEO_DOI_CONG_VIEC,thứ 5,606
TRUONG_HOC,thứ 3 có thi cuối kỳ môn toán.,THI_CU,thứ 3,607
TRUONG_HOC,chiều mai phải nộp bài tập môn tiếng Anh.,NOP_BAI,chiều mai,608
CA_NHAN,lịch hẹn bạn bè trước cuối tuần.,HEN_CA_NHAN,thứ 4,609
CA_NHAN,đi gặp gia đình vào thứ 7.,HEN_CA_NHAN,thứ 7,610
TRUONG_HOC,hôm nay có hoàn thành bài tập môn văn.,NOP_BAI,hôm nay,611
VAN_PHONG,thứ 3 có gửi báo cáo tài liệu.,NOP_BAO_CAO,thứ 3,612
VAN_PHONG,trả lời email dự án vào thứ 7.,GUI_EMAIL,thứ 7,613
VAN_PHONG,nộp báo cáo hợp đồng trước 17h.,NOP_BAO_CAO,tối nay,614
TRUONG_HOC,thứ 5 hoàn thành bài tập môn tiếng Anh.,NOP_BAI,thứ 5,615
CA_NHAN,sáng mai có nhớ đồ dùng cá nhân.,NHAC_VIEC,sáng mai,616
TRUONG_HOC,ngày kia phải học bài bài tập nhóm.,HOC_TAP,ngày kia,617
CA_NHAN,sáng mai có đi mua bác sĩ.,MUA_SAM,sáng mai,618
VAN_PHONG,meeting hợp đồng vào thứ 5.,HEN_LICH,thứ 5,619
TRUONG_HOC,nộp bài bài tập nhóm vào chủ nhật.,NOP_BAI,chủ nhật,620
CA_NHAN,nhớ đồ dùng cá nhân vào ngày kia.,NHAC_VIEC,ngày kia,621
TRUONG_HOC,tối nay họp lớp bài tập nhóm.,HOP_LOP,tối nay,622
CA_NHAN,thứ 5 đi gặp bạn bè.,HEN_CA_NHAN,thứ 5,623
CA_NHAN,phải làm gia đình vào tối nay.,NHAC_VIEC,tối nay,624
VAN_PHONG,chủ nhật hẹn gặp dự án.,HEN_LICH,chủ nhật,625
VAN_PHONG,chủ nhật theo dõi tiến độ kế hoạch.,THEO_DOI_CONG_VIEC,chủ nhật,626
CA_NHAN,thứ 6 đi gặp gia đình.,HEN_CA_NHAN,thứ 6,627
CA_NHAN,cuối tuần phải đặt mua đồ dùng cá nhân.,MUA_SAM,cuối tuần,628
TRUONG_HOC,thứ 4 phải hoàn thành bài tập môn văn.,NOP_BAI,thứ 4,629
CA_NHAN,thứ 3 có lịch hẹn quà sinh nhật.,HEN_CA_NHAN,thứ 3,630
VAN_PHONG,sáng mai có trả lời email công việc.,GUI_EMAIL,sáng mai,631
CA_NHAN,sáng mai có phải làm đồ dùng cá nhân.,NHAC_VIEC,sáng mai,632
TRUONG_HOC,cuối tuần có học bài môn tiếng Anh.,HOC_TAP,cuối tuần,633
TRUONG_HOC,thứ 2 có ôn bài môn toán.,HOC_TAP,thứ 2,634
TRUONG_HOC,tối nay phải họp lớp môn lập trình.,HOP_LOP,tối nay,635
TRUONG_HOC,hôm nay hoàn thành bài tập môn lập trình.,NOP_BAI,hôm nay,636
TRUONG_HOC,thi môn lập trình vào thứ 2.,THI_CU,thứ 2,637
TRUONG_HOC,chuẩn bị bài môn văn trong hôm nay.,HOC_TAP,tối nay,638
TRUONG_HOC,thứ 2 phải sinh hoạt lớp môn văn.,HOP_LOP,thứ 2,639
TRUONG_HOC,nộp bài môn văn trước 8h.,NOP_BAI,cuối tuần,640
TRUONG_HOC,chiều mai phải ôn bài bài tập nhóm.,HOC_TAP,chiều mai,641
TRUONG_HOC,chuẩn bị bài môn lập trình trước 10h.,HOC_TAP,tối nay,642
VAN_PHONG,hoàn thành báo cáo kế hoạch vào thứ 7.,NOP_BAO_CAO,thứ 7,643
VAN_PHONG,thứ 5 có nộp báo cáo dự án.,NOP_BAO_CAO,thứ 5,644
CA_NHAN,ngày kia phải làm đồ dùng cá nhân.,NHAC_VIEC,ngày kia,645
CA_NHAN,cuối tuần có lịch hẹn bạn bè.,HEN_CA_NHAN,cuối tuần,646
VAN_PHONG,chiều mai có soạn email tài liệu.,GUI_EMAIL,chiều mai,647
TRUONG_HOC,tối nay phải kiểm tra môn văn.,THI_CU,tối nay,648
TRUONG_HOC,ngày kia có nộp bài tập môn tiếng Anh.,NOP_BAI,ngày kia,649
VAN_PHONG,ngày kia phải hẹn gặp hợp đồng.,HEN_LICH,ngày kia,650
TRUONG_HOC,hôm nay có thi cuối kỳ môn toán.,THI_CU,hôm nay,651
VAN_PHONG,thứ 7 có hoàn thành báo cáo tài liệu.,NOP_BAO_CAO,thứ 7,652
TRUONG_HOC,thi môn tiếng Anh vào ngày mai.,THI_CU,ngày mai,653
TRUONG_HOC,ngày kia có thi môn văn.,THI_CU,ngày kia,654
VAN_PHONG,chủ nhật gửi email tài liệu.,GUI_EMAIL,chủ nhật,655
TRUONG_HOC,hôm nay có ôn bài môn lập trình.,HOC_TAP,hôm nay,656
TRUONG_HOC,thứ 4 có sinh hoạt lớp môn văn.,HOP_LOP,thứ 4,657
VAN_PHONG,lịch hẹn dự án vào chiều mai.,HEN_LICH,chiều mai,658
VAN_PHONG,thứ 5 hẹn gặp tài liệu.,HEN_LICH,thứ 5,659
VAN_PHONG,ngày mai phải trao đổi tài liệu.,HEN_LICH,ngày mai,660
TRUONG_HOC,chiều mai phải thi môn lập trình.,THI_CU,chiều mai,661
TRUONG_HOC,chuẩn bị bài môn toán vào thứ 4.,HOC_TAP,thứ 4,662
TRUONG_HOC,ngày mai học bài môn toán.,HOC_TAP,ngày mai,663
VAN_PHONG,thứ 7 có cập nhật tiến độ tài liệu.,THEO_DOI_CONG_VIEC,thứ 7,664
TRUONG_HOC,ôn bài bài tập nhóm trước 8h.,HOC_TAP,thứ 7,665
TRUONG_HOC,thứ 5 phải kiểm tra môn lập trình.,THI_CU,thứ 5,666
VAN_PHONG,thứ 7 hoàn thành báo cáo tài liệu.,NOP_BAO_CAO,thứ 7,667
VAN_PHONG,họp hợp đồng trước ngày mai.,HEN_LICH,tối nay,668
VAN_PHONG,ngày kia có nộp báo cáo kế hoạch.,NOP_BAO_CAO,ngày kia,669
VAN_PHONG,thứ 7 có cập nhật tiến độ tài liệu.,THEO_DOI_CONG_VIEC,thứ 7,670
CA_NHAN,thứ 2 phải lịch hẹn quà sinh nhật.,HEN_CA_NHAN,thứ 2,671
CA_NHAN,cuối tuần đặt mua bác sĩ.,MUA_SAM,cuối tuần,672
CA_NHAN,thứ 2 phải nhắc bác sĩ.,NHAC_VIEC,thứ 2,673
TRUONG_HOC,chủ nhật thi môn tiếng Anh.,THI_CU,chủ nhật,674
TRUONG_HOC,ngày mai phải sinh hoạt lớp môn toán.,HOP_LOP,ngày mai,675
VAN_PHONG,tối nay phải nộp báo cáo công việc.,NOP_BAO_CAO,tối nay,676
VAN_PHONG,chiều mai hoàn thành báo cáo công việc.,NOP_BAO_CAO,chiều mai,677
TRUONG_HOC,tối nay nộp bài tập bài tập nhóm.,NOP_BAI,tối nay,678
CA_NHAN,cuối tuần mua bạn bè.,MUA_SAM,cuối tuần,679
TRUONG_HOC,họp lớp môn lập trình vào chủ nhật.,HOP_LOP,chủ nhật,680
CA_NHAN,thứ 3 có đi mua bạn bè.,MUA_SAM,thứ 3,681
VAN_PHONG,báo cáo tiến độ tài liệu vào ngày kia.,THEO_DOI_CONG_VIEC,ngày kia,682
CA_NHAN,thứ 7 đi mua quà sinh nhật.,MUA_SAM,thứ 7,683
VAN_PHONG,gửi email kế hoạch vào thứ 2.,GUI_EMAIL,thứ 2,684
CA_NHAN,sáng mai hẹn quà sinh nhật.,HEN_CA_NHAN,sáng mai,685
TRUONG_HOC,thứ 5 phải sinh hoạt lớp môn tiếng Anh.,HOP_LOP,thứ 5,686
CA_NHAN,cuối tuần có đi mua quà sinh nhật.,MUA_SAM,cuối tuần,687
VAN_PHONG,trả lời email tài liệu vào hôm nay.,GUI_EMAIL,hôm nay,688
TRUONG_HOC,sinh hoạt lớp môn tiếng Anh trước 17h.,HOP_LOP,ngày kia,689
VAN_PHONG,lịch hẹn hợp đồng trước cuối tuần.,HEN_LICH,cuối tuần,690
VAN_PHONG,trả lời email dự án vào thứ 3.,GUI_EMAIL,thứ 3,691
TRUONG_HOC,sáng mai ôn bài môn văn.,HOC_TAP,sáng mai,692
TRUONG_HOC,thứ 4 có học bài môn lập trình.,HOC_TAP,thứ 4,693
VAN_PHONG,gửi báo cáo tài liệu vào thứ 5.,NOP_BAO_CAO,thứ 5,694
TRUONG_HOC,thứ 7 ôn bài môn tiếng Anh.,HOC_TAP,thứ 7,695
VAN_PHONG,chủ nhật có hẹn gặp hợp đồng.,HEN_LICH,chủ nhật,696
CA_NHAN,phải làm bác sĩ trước thứ 6.,NHAC_VIEC,thứ 7,697
CA_NHAN,sáng mai nhắc gia đình.,NHAC_VIEC,sáng mai,698
CA_NHAN,thứ 3 có đi mua đồ dùng cá nhân.,MUA_SAM,thứ 3,699
TRUONG_HOC,thứ 6 họp lớp môn tiếng Anh.,HOP_LOP,thứ 6,700
VAN_PHONG,trao đổi hợp đồng trước 17h.,HEN_LICH,thứ 6,701
VAN_PHONG,thứ 6 theo dõi tiến độ công việc.,THEO_DOI_CONG_VIEC,thứ 6,702
TRUONG_HOC,chủ nhật ôn bài bài tập nhóm.,HOC_TAP,chủ nhật,703
TRUONG_HOC,sáng mai phải chuẩn bị bài bài tập nhóm.,HOC_TAP,sáng mai,704
TRUONG_HOC,thứ 5 nộp bài tập bài tập nhóm.,NOP_BAI,thứ 5,705
CA_NHAN,chiều mai có đi mua đồ dùng cá nhân.,MUA_SAM,chiều mai,706
TRUONG_HOC,chuẩn bị bài môn tiếng Anh trước 8h.,HOC_TAP,cuối tuần,707
TRUONG_HOC,tối nay phải ôn bài bài tập nhóm.,HOC_TAP,tối nay,708
TRUONG_HOC,hôm nay có chuẩn bị bài môn lập trình.,HOC_TAP,hôm nay,709
TRUONG_HOC,thứ 3 phải kiểm tra môn lập trình.,THI_CU,thứ 3,710
CA_NHAN,ngày mai có nhớ đồ dùng cá nhân.,NHAC_VIEC,ngày mai,711
TRUONG_HOC,tối nay có sinh hoạt lớp môn tiếng Anh.,HOP_LOP,tối nay,712
VAN_PHONG,hoàn thành báo cáo hợp đồng vào thứ 7.,NOP_BAO_CAO,thứ 7,713
CA_NHAN,hẹn bác sĩ trước 17h.,HEN_CA_NHAN,ngày kia,714
TRUONG_HOC,họp lớp môn lập trình vào thứ 5.,HOP_LOP,thứ 5,715
CA_NHAN,thứ 3 phải làm bác sĩ.,NHAC_VIEC,thứ 3,716
VAN_PHONG,thứ 4 phải trả lời email tài liệu.,GUI_EMAIL,thứ 4,717
VAN_PHONG,cuối tuần trao đổi hợp đồng.,HEN_LICH,cuối tuần,718
TRUONG_HOC,chiều mai chuẩn bị bài môn văn.,HOC_TAP,chiều mai,719
TRUONG_HOC,thứ 5 có sinh hoạt lớp môn tiếng Anh.,HOP_LOP,thứ 5,720
TRUONG_HOC,chuẩn bị bài môn văn trước thứ 6.,HOC_TAP,thứ 7,721
TRUONG_HOC,thứ 4 kiểm tra môn văn.,THI_CU,thứ 4,722
TRUONG_HOC,cuối tuần phải hoàn thành bài tập môn toán.,NOP_BAI,cuối tuần,723
CA_NHAN,chủ nhật có nhớ bạn bè.,NHAC_VIEC,chủ nhật,724
CA_NHAN,sáng mai phải lịch hẹn bạn bè.,HEN_CA_NHAN,sáng mai,725
CA_NHAN,hẹn bác sĩ vào chiều mai.,HEN_CA_NHAN,chiều mai,726
TRUONG_HOC,chủ nhật chuẩn bị bài môn tiếng Anh.,HOC_TAP,chủ nhật,727
CA_NHAN,chủ nhật phải đặt mua gia đình.,MUA_SAM,chủ nhật,728
TRUONG_HOC,tối nay có nộp bài tập bài tập nhóm.,NOP_BAI,tối nay,729
VAN_PHONG,họp công việc vào thứ 2.,HEN_LICH,thứ 2,730
CA_NHAN,hẹn gia đình vào thứ 7.,HEN_CA_NHAN,thứ 7,731
CA_NHAN,đặt mua bác sĩ vào hôm nay.,MUA_SAM,hôm nay,732
VAN_PHONG,sáng mai có theo dõi tiến độ công việc.,THEO_DOI_CONG_VIEC,sáng mai,733
CA_NHAN,thứ 7 phải mua bạn bè.,MUA_SAM,thứ 7,734
TRUONG_HOC,nộp bài môn văn trước ngày mai.,NOP_BAI,hôm nay,735
TRUONG_HOC,sáng mai sinh hoạt lớp môn toán.,HOP_LOP,sáng mai,736
CA_NHAN,hẹn đồ dùng cá nhân vào thứ 7.,HEN_CA_NHAN,thứ 7,737
VAN_PHONG,thứ 4 có lịch hẹn tài liệu.,HEN_LICH,thứ 4,738
VAN_PHONG,báo cáo tiến độ kế hoạch trước cuối tuần.,THEO_DOI_CONG_VIEC,thứ 5,739
TRUONG_HOC,học bài bài tập nhóm vào thứ 2.,HOC_TAP,thứ 2,740
VAN_PHONG,chiều mai gửi email dự án.,GUI_EMAIL,chiều mai,741
TRUONG_HOC,tối nay phải chuẩn bị bài môn văn.,HOC_TAP,tối nay,742
CA_NHAN,đi mua bác sĩ trước thứ 6.,MUA_SAM,chiều mai,743
CA_NHAN,thứ 2 lịch hẹn gia đình.,HEN_CA_NHAN,thứ 2,744
CA_NHAN,thứ 3 có đặt mua quà sinh nhật.,MUA_SAM,thứ 3,745
CA_NHAN,thứ 4 đi gặp gia đình.,HEN_CA_NHAN,thứ 4,746
VAN_PHONG,hoàn thành báo cáo công việc vào thứ 5.,NOP_BAO_CAO,thứ 5,747
VAN_PHONG,gửi email kế hoạch vào thứ 4.,GUI_EMAIL,thứ 4,748
TRUONG_HOC,thứ 6 phải nộp bài tập môn lập trình.,NOP_BAI,thứ 6,749
VAN_PHONG,thứ 2 có soạn email hợp đồng.,GUI_EMAIL,thứ 2,750
CA_NHAN,lịch hẹn gia đình vào cuối tuần.,HEN_CA_NHAN,cuối tuần,751
CA_NHAN,đi mua bạn bè vào tối nay.,MUA_SAM,tối nay,752
VAN_PHONG,nộp báo cáo dự án trước thứ 6.,NOP_BAO_CAO,thứ 2,753
CA_NHAN,cuối tuần nhắc bác sĩ.,NHAC_VIEC,cuối tuần,754
TRUONG_HOC,thứ 7 có nộp bài bài tập nhóm.,NOP_BAI,thứ 7,755
TRUONG_HOC,hôm nay phải sinh hoạt lớp môn văn.,HOP_LOP,hôm nay,756
TRUONG_HOC,chủ nhật phải họp lớp môn toán.,HOP_LOP,chủ nhật,757
TRUONG_HOC,chủ nhật sinh hoạt lớp môn toán.,HOP_LOP,chủ nhật,758
TRUONG_HOC,học bài môn văn vào chiều mai.,HOC_TAP,chiều mai,759
CA_NHAN,phải làm bạn bè trước cuối tuần.,NHAC_VIEC,ngày mai,760
TRUONG_HOC,tối nay hoàn thành bài tập môn văn.,NOP_BAI,tối nay,761
TRUONG_HOC,thứ 2 phải chuẩn bị bài môn toán.,HOC_TAP,thứ 2,762
VAN_PHONG,thứ 5 phải meeting dự án.,HEN_LICH,thứ 5,763
CA_NHAN,thứ 5 đi gặp quà sinh nhật.,HEN_CA_NHAN,thứ 5,764
VAN_PHONG,tối nay theo dõi tiến độ hợp đồng.,THEO_DOI_CONG_VIEC,tối nay,765
VAN_PHONG,chủ nhật có hoàn thành báo cáo kế hoạch.,NOP_BAO_CAO,chủ nhật,766
VAN_PHONG,theo dõi tiến độ dự án trước 8h.,THEO_DOI_CONG_VIEC,cuối tuần,767
CA_NHAN,đi gặp quà sinh nhật trong hôm nay.,HEN_CA_NHAN,chủ nhật,768
CA_NHAN,đi gặp bác sĩ trong hôm nay.,HEN_CA_NHAN,sáng mai,769
TRUONG_HOC,thứ 7 phải sinh hoạt lớp môn toán.,HOP_LOP,thứ 7,770
VAN_PHONG,thứ 2 phải hoàn thành báo cáo hợp đồng.,NOP_BAO_CAO,thứ 2,771
CA_NHAN,nhắc quà sinh nhật trong hôm nay.,NHAC_VIEC,ngày mai,772
TRUONG_HOC,cuối tuần nộp bài môn văn.,NOP_BAI,cuối tuần,773
VAN_PHONG,thứ 3 có trả lời email công việc.,GUI_EMAIL,thứ 3,774
VAN_PHONG,thứ 4 phải báo cáo tiến độ tài liệu.,THEO_DOI_CONG_VIEC,thứ 4,775
VAN_PHONG,họp dự án trước thứ 6.,HEN_LICH,ngày mai,776
VAN_PHONG,chủ nhật phải cập nhật tiến độ hợp đồng.,THEO_DOI_CONG_VIEC,chủ nhật,777
CA_NHAN,chiều mai lịch hẹn bác sĩ.,HEN_CA_NHAN,chiều mai,778
CA_NHAN,tối nay phải mua đồ dùng cá nhân.,MUA_SAM,tối nay,779
CA_NHAN,chiều mai có nhớ gia đình.,NHAC_VIEC,chiều mai,780
TRUONG_HOC,thứ 5 phải thi môn lập trình.,THI_CU,thứ 5,781
TRUONG_HOC,tối nay có chuẩn bị bài môn tiếng Anh.,HOC_TAP,tối nay,782
TRUONG_HOC,thứ 7 có ôn bài môn tiếng Anh.,HOC_TAP,thứ 7,783
VAN_PHONG,tối nay phải trả lời email dự án.,GUI_EMAIL,tối nay,784
TRUONG_HOC,ngày mai có hoàn thành bài tập môn văn.,NOP_BAI,ngày mai,785
TRUONG_HOC,thi giữa kỳ môn toán vào thứ 7.,THI_CU,thứ 7,786
VAN_PHONG,hoàn thành báo cáo dự án trước thứ 6.,NOP_BAO_CAO,sáng mai,787
VAN_PHONG,sáng mai phải báo cáo tiến độ dự án.,THEO_DOI_CONG_VIEC,sáng mai,788
TRUONG_HOC,thứ 5 hoàn thành bài tập môn lập trình.,NOP_BAI,thứ 5,789
VAN_PHONG,chiều mai có báo cáo tiến độ kế hoạch.,THEO_DOI_CONG_VIEC,chiều mai,790
TRUONG_HOC,hôm nay phải học bài môn lập trình.,HOC_TAP,hôm nay,791
CA_NHAN,ngày kia phải làm quà sinh nhật.,NHAC_VIEC,ngày kia,792
CA_NHAN,thứ 3 đi gặp đồ dùng cá nhân.,HEN_CA_NHAN,thứ 3,793
CA_NHAN,ngày mai đi gặp bác sĩ.,HEN_CA_NHAN,ngày mai,794
VAN_PHONG,meeting tài liệu vào chiều mai.,HEN_LICH,chiều mai,795
VAN_PHONG,thứ 5 phải lịch hẹn công việc.,HEN_LICH,thứ 5,796
TRUONG_HOC,thứ 4 phải nộp bài tập môn lập trình.,NOP_BAI,thứ 4,797
VAN_PHONG,cuối tuần có theo dõi tiến độ dự án.,THEO_DOI_CONG_VIEC,cuối tuần,798
CA_NHAN,hôm nay phải nhớ quà sinh nhật.,NHAC_VIEC,hôm nay,799
VAN_PHONG,thứ 3 có hẹn gặp tài liệu.,HEN_LICH,thứ 3,800
VAN_PHONG,ngày mai hẹn gặp hợp đồng.,HEN_LICH,ngày mai,801
TRUONG_HOC,chủ nhật thi bài tập nhóm.,THI_CU,chủ nhật,802
VAN_PHONG,cuối tuần có gửi email công việc.,GUI_EMAIL,cuối tuần,803
TRUONG_HOC,tối nay có ôn bài môn lập trình.,HOC_TAP,tối nay,804
TRUONG_HOC,sáng mai phải kiểm tra bài tập nhóm.,THI_CU,sáng mai,805
VAN_PHONG,thứ 2 phải trả lời email dự án.,GUI_EMAIL,thứ 2,806
VAN_PHONG,sáng mai có cập nhật tiến độ kế hoạch.,THEO_DOI_CONG_VIEC,sáng mai,807
VAN_PHONG,cuối tuần phải họp hợp đồng.,HEN_LICH,cuối tuần,808
TRUONG_HOC,thứ 6 nộp bài tập môn tiếng Anh.,NOP_BAI,thứ 6,809
TRUONG_HOC,họp lớp môn tiếng Anh vào ngày mai.,HOP_LOP,ngày mai,810
VAN_PHONG,hôm nay phải gửi báo cáo hợp đồng.,NOP_BAO_CAO,hôm nay,811
VAN_PHONG,thứ 6 có trả lời email hợp đồng.,GUI_EMAIL,thứ 6,812
CA_NHAN,thứ 2 phải lịch hẹn quà sinh nhật.,HEN_CA_NHAN,thứ 2,813
CA_NHAN,đi mua bác sĩ trước cuối tuần.,MUA_SAM,hôm nay,814
VAN_PHONG,thứ 7 có hoàn thành báo cáo kế hoạch.,NOP_BAO_CAO,thứ 7,815
VAN_PHONG,họp hợp đồng vào thứ 3.,HEN_LICH,thứ 3,816
CA_NHAN,sáng mai lịch hẹn đồ dùng cá nhân.,HEN_CA_NHAN,sáng mai,817
VAN_PHONG,soạn email công việc vào ngày mai.,GUI_EMAIL,ngày mai,818
TRUONG_HOC,kiểm tra bài tập nhóm trước thứ 6.,THI_CU,hôm nay,819
VAN_PHONG,thứ 7 phải báo cáo tiến độ dự án.,THEO_DOI_CONG_VIEC,thứ 7,820
TRUONG_HOC,ngày kia có chuẩn bị bài môn lập trình.,HOC_TAP,ngày kia,821
CA_NHAN,chiều mai hẹn bạn bè.,HEN_CA_NHAN,chiều mai,822
CA_NHAN,thứ 6 phải làm bác sĩ.,NHAC_VIEC,thứ 6,823
TRUONG_HOC,thứ 3 có họp lớp môn văn.,HOP_LOP,thứ 3,824
CA_NHAN,hôm nay phải lịch hẹn đồ dùng cá nhân.,HEN_CA_NHAN,hôm nay,825
VAN_PHONG,ngày mai có trả lời email kế hoạch.,GUI_EMAIL,ngày mai,826
CA_NHAN,chủ nhật phải đi mua bạn bè.,MUA_SAM,chủ nhật,827
TRUONG_HOC,thứ 3 có học bài môn tiếng Anh.,HOC_TAP,thứ 3,828
VAN_PHONG,thứ 5 theo dõi tiến độ công việc.,THEO_DOI_CONG_VIEC,thứ 5,829
CA_NHAN,cuối tuần nhắc bạn bè.,NHAC_VIEC,cuối tuần,830
VAN_PHONG,soạn email hợp đồng trong hôm nay.,GUI_EMAIL,thứ 6,831
CA_NHAN,thứ 2 nhắc gia đình.,NHAC_VIEC,thứ 2,832
TRUONG_HOC,họp lớp môn văn trước 10h.,HOP_LOP,thứ 7,833
TRUONG_HOC,thứ 5 nộp bài môn văn.,NOP_BAI,thứ 5,834
CA_NHAN,chủ nhật phải nhớ gia đình.,NHAC_VIEC,chủ nhật,835
VAN_PHONG,soạn email hợp đồng vào ngày mai.,GUI_EMAIL,ngày mai,836
VAN_PHONG,thứ 3 phải lịch hẹn dự án.,HEN_LICH,thứ 3,837
VAN_PHONG,thứ 5 có theo dõi tiến độ tài liệu.,THEO_DOI_CONG_VIEC,thứ 5,838
CA_NHAN,đặt mua quà sinh nhật vào chủ nhật.,MUA_SAM,chủ nhật,839
VAN_PHONG,chủ nhật có báo cáo tiến độ tài liệu.,THEO_DOI_CONG_VIEC,chủ nhật,840
CA_NHAN,ngày mai có mua đồ dùng cá nhân.,MUA_SAM,ngày mai,841
CA_NHAN,nhắc gia đình vào sáng mai.,NHAC_VIEC,sáng mai,842
TRUONG_HOC,thi môn toán vào chủ nhật.,THI_CU,chủ nhật,843
VAN_PHONG,thứ 6 phải gửi email hợp đồng.,GUI_EMAIL,thứ 6,844
TRUONG_HOC,kiểm tra môn tiếng Anh trước 10h.,THI_CU,ngày mai,845
TRUONG_HOC,thứ 4 có họp lớp môn văn.,HOP_LOP,thứ 4,846
TRUONG_HOC,thứ 2 phải sinh hoạt lớp môn văn.,HOP_LOP,thứ 2,847
TRUONG_HOC,nộp bài bài tập nhóm trước cuối tuần.,NOP_BAI,ngày kia,848
TRUONG_HOC,nộp bài tập bài tập nhóm trước 17h.,NOP_BAI,thứ 6,849
CA_NHAN,nhớ đồ dùng cá nhân vào thứ 4.,NHAC_VIEC,thứ 4,850
CA_NHAN,thứ 5 đi gặp bạn bè.,HEN_CA_NHAN,thứ 5,851
CA_NHAN,phải làm bạn bè trước 10h.,NHAC_VIEC,sáng mai,852
VAN_PHONG,ngày kia trả lời email công việc.,GUI_EMAIL,ngày kia,853
CA_NHAN,hôm nay phải làm quà sinh nhật.,NHAC_VIEC,hôm nay,854
CA_NHAN,thứ 3 đi mua quà sinh nhật.,MUA_SAM,thứ 3,855
VAN_PHONG,hôm nay phải nộp báo cáo kế hoạch.,NOP_BAO_CAO,hôm nay,856
VAN_PHONG,hôm nay soạn email kế hoạch.,GUI_EMAIL,hôm nay,857
VAN_PHONG,thứ 6 hẹn gặp kế hoạch.,HEN_LICH,thứ 6,858
CA_NHAN,nhớ gia đình vào thứ 5.,NHAC_VIEC,thứ 5,859
TRUONG_HOC,thứ 3 có thi môn toán.,THI_CU,thứ 3,860
VAN_PHONG,chiều mai phải trao đổi dự án.,HEN_LICH,chiều mai,861
CA_NHAN,thứ 6 phải nhớ quà sinh nhật.,NHAC_VIEC,thứ 6,862
CA_NHAN,mua bạn bè vào cuối tuần.,MUA_SAM,cuối tuần,863
TRUONG_HOC,thứ 3 thi môn văn.,THI_CU,thứ 3,864
TRUONG_HOC,nộp bài bài tập nhóm vào ngày kia.,NOP_BAI,ngày kia,865
TRUONG_HOC,chuẩn bị bài môn toán vào cuối tuần.,HOC_TAP,cuối tuần,866
CA_NHAN,thứ 2 phải nhắc bác sĩ.,NHAC_VIEC,thứ 2,867
VAN_PHONG,theo dõi tiến độ công việc trước cuối tuần.,THEO_DOI_CONG_VIEC,thứ 7,868
CA_NHAN,hôm nay phải làm bác sĩ.,NHAC_VIEC,hôm nay,869
VAN_PHONG,chủ nhật phải gửi email hợp đồng.,GUI_EMAIL,chủ nhật,870
VAN_PHONG,ngày kia soạn email công việc.,GUI_EMAIL,ngày kia,871
VAN_PHONG,cập nhật tiến độ công việc trước 17h.,THEO_DOI_CONG_VIEC,thứ 5,872
CA_NHAN,thứ 4 có nhắc quà sinh nhật.,NHAC_VIEC,thứ 4,873
VAN_PHONG,ngày kia phải soạn email kế hoạch.,GUI_EMAIL,ngày kia,874
TRUONG_HOC,nộp bài môn lập trình trước ngày mai.,NOP_BAI,ngày mai,875
CA_NHAN,thứ 7 đi mua đồ dùng cá nhân.,MUA_SAM,thứ 7,876
VAN_PHONG,thứ 5 trao đổi hợp đồng.,HEN_LICH,thứ 5,877
TRUONG_HOC,học bài môn lập trình vào cuối tuần.,HOC_TAP,cuối tuần,878
CA_NHAN,tối nay có phải làm đồ dùng cá nhân.,NHAC_VIEC,tối nay,879
CA_NHAN,ngày mai có lịch hẹn đồ dùng cá nhân.,HEN_CA_NHAN,ngày mai,880
VAN_PHONG,trao đổi kế hoạch trước cuối tuần.,HEN_LICH,ngày mai,881
VAN_PHONG,cuối tuần có soạn email dự án.,GUI_EMAIL,cuối tuần,882
TRUONG_HOC,chiều mai nộp bài môn tiếng Anh.,NOP_BAI,chiều mai,883
VAN_PHONG,thứ 7 soạn email kế hoạch.,GUI_EMAIL,thứ 7,884
TRUONG_HOC,cuối tuần phải chuẩn bị bài bài tập nhóm.,HOC_TAP,cuối tuần,885
VAN_PHONG,chiều mai có gửi báo cáo hợp đồng.,NOP_BAO_CAO,chiều mai,886
